p,x,y,n,t,p,f,c,n,k,e
p,x,s,w,t,p,f,c,n,k,e
e,b,y,y,t,a,f,c,b,w,e
e,f,f,g,f,n,f,w,b,n,t
e,b,s,w,t,a,f,c,b,w,e
e,x,s,y,t,l,f,c,b,k,e
e,x,y,n,t,a,f,c,b,p,e
e,s,f,g,f,n,f,c,n,k,e
e,b,y,y,t,a,f,c,b,k,e
e,b,s,y,t,l,f,c,b,g,e
e,b,y,y,t,l,f,c,b,g,e
e,b,y,w,t,l,f,c,b,n,e
e,f,s,n,f,n,f,w,b,k,t
e,x,s,w,t,l,f,c,b,n,e
e,f,y,y,t,a,f,c,b,w,e
e,x,y,y,t,a,f,c,b,w,e
e,x,f,g,f,n,f,c,n,p,e
e,f,f,y,t,l,f,w,n,p,t
e,b,y,w,t,l,f,c,b,g,e
e,f,f,y,t,l,f,w,n,w,t
e,x,y,n,t,a,f,c,b,p,e
e,b,s,y,t,a,f,c,b,k,e
e,f,s,y,t,l,f,w,n,p,t
e,x,s,w,t,l,f,w,n,n,t
e,f,y,n,t,l,f,c,b,p,e
p,x,y,n,t,p,f,c,n,w,e
e,f,y,n,t,a,f,c,b,n,e
e,x,s,n,f,n,f,w,b,k,t
p,x,y,w,t,p,f,c,n,w,e
e,f,f,g,f,n,f,c,n,n,e
e,x,f,g,f,n,f,w,b,n,t
e,x,y,y,t,l,f,c,b,w,e
e,x,s,n,f,n,f,w,b,k,t
e,b,s,w,t,a,f,c,b,w,e
e,x,s,w,t,l,f,c,b,n,e
e,f,y,n,t,l,f,c,b,w,e
e,s,f,n,f,n,f,c,n,n,e
e,x,f,n,f,n,f,c,n,n,e
e,b,s,w,t,l,f,c,b,k,e
e,x,y,y,t,a,f,c,b,g,e
e,x,y,y,t,l,f,c,b,g,e
e,x,s,n,f,n,f,w,b,n,t
e,x,s,w,t,a,f,c,b,g,e
e,f,y,n,t,l,f,c,b,p,e
e,x,s,y,t,a,f,c,b,n,e
e,b,s,w,t,a,f,c,b,g,e
e,x,y,w,t,a,f,c,b,g,e
e,x,f,n,f,n,f,w,b,p,t
e,b,s,y,t,l,f,c,b,n,e
e,f,y,y,t,l,f,c,b,w,e
e,x,y,y,t,a,f,c,b,n,e
e,b,y,w,t,l,f,c,b,g,e
e,x,y,y,t,a,f,c,b,n,e
e,x,y,y,t,a,f,c,b,w,e
e,b,y,w,t,l,f,c,b,n,e
e,b,y,w,t,a,f,c,b,g,e
e,x,s,y,t,a,f,c,b,k,e
e,x,s,y,t,l,f,c,b,w,e
e,s,f,g,f,n,f,c,n,g,e
e,x,f,w,t,a,f,w,n,w,t
e,x,s,y,t,a,f,c,b,n,e
p,x,y,w,t,p,f,c,n,n,e
e,x,y,y,t,l,f,c,b,p,e
e,s,f,g,f,n,f,c,n,p,e
e,x,y,y,t,l,f,c,b,w,e
e,x,s,y,t,l,f,w,n,p,t
e,s,f,n,f,n,f,c,n,k,e
p,x,s,w,t,p,f,c,n,k,e
e,x,y,w,t,a,f,c,b,g,e
p,f,y,n,t,p,f,c,n,p,e
e,f,s,g,f,n,f,w,b,k,t
e,x,s,y,t,l,f,c,b,g,e
e,x,s,w,f,n,f,w,b,n,t
e,b,s,y,t,a,f,c,b,w,e
e,f,f,g,f,n,f,w,b,h,t
e,x,s,w,t,l,f,c,b,n,e
e,b,s,w,t,l,f,c,b,n,e
e,b,s,w,t,l,f,c,b,w,e
e,b,y,w,t,l,f,c,b,w,e
e,f,s,w,t,l,f,w,n,w,t
e,x,y,y,t,l,f,c,b,g,e
e,f,s,w,t,a,f,w,n,p,t
p,x,y,w,t,p,f,c,n,w,e
e,f,f,w,t,l,f,w,n,w,t
e,x,y,y,t,a,f,c,b,n,e
p,x,s,n,t,p,f,c,n,p,e
e,b,s,y,t,l,f,c,b,w,e
e,x,y,n,t,a,f,c,b,w,e
e,b,y,y,t,l,f,c,b,g,e
e,s,f,n,f,n,f,c,n,k,e
e,f,y,n,t,a,f,c,b,w,e
e,x,y,y,t,a,f,c,b,k,e
e,x,f,g,f,n,f,w,b,k,t
e,f,f,w,f,n,f,w,b,k,t
e,x,y,y,t,l,f,c,b,w,e
e,b,s,y,t,l,f,c,b,k,e
e,b,y,w,t,a,f,c,b,g,e
e,x,y,w,t,a,f,c,b,w,e
e,x,s,n,f,n,f,w,b,p,t
e,x,y,w,t,l,f,c,b,g,e
e,s,f,n,f,n,f,c,n,k,e
e,x,s,w,t,a,f,w,n,w,t
e,x,y,n,t,l,f,c,b,w,e
e,b,y,y,t,a,f,c,b,k,e
e,x,y,w,t,a,f,c,b,k,e
e,b,y,w,t,a,f,c,b,n,e
e,b,s,y,t,a,f,c,b,g,e
e,b,s,y,t,l,f,c,b,g,e
e,b,y,y,t,a,f,c,b,n,e
e,x,f,n,f,n,f,c,n,k,e
e,f,y,n,t,l,f,c,b,n,e
e,x,y,w,t,a,f,c,b,k,e
e,f,y,y,t,l,f,c,b,w,e
e,b,s,w,t,a,f,c,b,w,e
e,b,s,w,t,a,f,c,b,w,e
e,x,y,n,t,l,f,c,b,w,e
e,b,s,w,t,a,f,c,b,k,e
e,x,f,g,f,n,f,c,n,g,e
e,b,s,y,t,l,f,c,b,k,e
e,x,f,y,t,l,f,w,n,n,t
e,b,y,y,t,a,f,c,b,w,e
e,f,y,y,t,l,f,c,b,p,e
e,b,y,w,t,l,f,c,b,w,e
e,b,y,w,t,a,f,c,b,k,e
e,b,y,y,t,a,f,c,b,g,e
e,x,y,y,t,l,f,c,b,g,e
e,b,s,y,t,l,f,c,b,g,e
p,x,y,w,t,p,f,c,n,p,e
e,s,f,n,f,n,f,c,n,g,e
e,f,f,n,f,n,f,c,n,g,e
e,x,s,y,t,a,f,c,b,g,e
e,f,y,n,t,a,f,c,b,p,e
p,x,y,w,t,p,f,c,n,k,e
e,b,s,w,t,l,f,c,b,g,e
e,f,f,g,f,n,f,c,n,p,e
e,b,y,y,t,l,f,c,b,g,e
e,x,y,n,t,a,f,c,b,w,e
e,x,f,w,f,n,f,w,b,p,t
e,x,s,w,t,l,f,w,n,w,t
e,b,s,w,t,l,f,c,b,w,e
e,f,s,y,t,a,f,w,n,w,t
e,x,s,y,t,a,f,c,b,k,e
e,f,f,g,f,n,f,c,n,g,e
e,b,s,y,t,a,f,c,b,n,e
e,x,s,w,t,l,f,c,b,g,e
e,x,y,w,t,l,f,c,b,n,e
e,f,s,w,t,a,f,w,n,n,t
e,x,y,y,t,l,f,c,b,w,e
e,b,s,w,t,l,f,c,b,w,e
e,x,s,w,t,a,f,c,b,g,e
e,x,f,w,f,n,f,w,b,h,t
e,f,y,n,t,l,f,c,b,n,e
p,x,s,w,t,p,f,c,n,k,e
e,b,s,w,t,a,f,c,b,n,e
e,b,s,w,t,a,f,c,b,k,e
e,b,y,w,t,l,f,c,b,n,e
e,b,y,w,t,a,f,c,b,w,e
e,x,s,y,t,a,f,c,b,w,e
e,b,s,w,t,l,f,c,b,w,e
e,x,f,y,t,a,f,w,n,n,t
e,x,f,g,f,n,f,c,n,n,e
e,f,y,y,t,a,f,c,b,n,e
e,b,s,w,t,l,f,c,b,n,e
e,x,s,y,t,a,f,c,b,g,e
e,x,y,y,t,a,f,c,b,k,e
e,x,y,w,t,l,f,c,b,w,e
e,s,f,g,f,n,f,c,n,p,e
e,x,s,w,t,a,f,c,b,n,e
p,x,s,w,t,p,f,c,n,k,e
e,x,y,y,t,a,f,c,b,n,e
e,f,f,w,t,a,f,w,n,p,t
e,x,y,w,t,l,f,c,b,g,e
e,b,y,w,t,l,f,c,b,n,e
e,x,s,w,t,a,f,c,b,g,e
e,x,s,y,t,a,f,c,b,g,e
p,x,y,n,t,p,f,c,n,p,e
e,b,s,y,t,a,f,c,b,n,e
e,x,f,g,f,n,f,c,n,n,e
p,x,y,w,t,p,f,c,n,k,e
e,x,y,y,t,l,f,c,b,n,e
e,f,f,n,f,n,f,c,n,k,e
e,b,s,w,t,l,f,c,b,k,e
e,x,f,w,t,l,f,w,n,w,t
e,x,y,w,t,l,f,c,b,w,e
e,b,y,y,t,l,f,c,b,n,e
e,x,y,y,t,l,f,c,b,n,e
e,f,y,y,t,a,f,c,b,p,e
e,f,y,y,t,a,f,c,b,w,e
e,x,s,w,t,l,f,c,b,w,e
e,x,s,w,t,a,f,c,b,w,e
p,x,s,w,t,p,f,c,n,n,e
e,f,f,w,t,a,f,w,n,p,t
e,x,s,w,t,l,f,c,b,w,e
e,x,s,w,t,l,f,w,n,p,t
e,x,y,w,t,a,f,c,b,n,e
e,f,y,y,t,l,f,c,b,w,e
e,x,s,n,f,n,f,w,b,p,t
e,f,y,y,t,a,f,c,b,w,e
p,x,s,n,t,p,f,c,n,p,e
e,s,f,n,f,n,f,c,n,g,e
e,b,y,y,t,l,f,c,b,w,e
e,b,s,w,t,l,f,c,b,n,e
e,b,y,w,t,l,f,c,b,k,e
e,f,f,n,f,n,f,c,n,k,e
e,x,s,w,t,a,f,c,b,w,e
e,b,y,w,t,l,f,c,b,g,e
e,b,y,w,t,a,f,c,b,g,e
e,f,y,n,t,l,f,c,b,w,e
p,x,y,w,t,p,f,c,n,k,e
e,x,s,w,t,a,f,c,b,n,e
e,x,y,w,t,a,f,c,b,n,e
e,f,f,w,t,l,f,w,n,w,t
e,f,f,g,f,n,f,c,n,g,e
e,f,s,g,f,n,f,w,b,p,t
e,x,y,y,t,a,f,c,b,g,e
e,b,s,w,t,a,f,c,b,k,e
p,f,y,n,t,p,f,c,n,w,e
e,x,s,w,t,l,f,c,b,n,e
p,f,s,n,t,p,f,c,n,w,e
e,x,y,w,t,l,f,c,b,k,e
e,x,y,y,t,a,f,c,b,k,e
e,f,y,y,t,a,f,c,b,n,e
e,x,y,n,t,a,f,c,b,w,e
e,f,y,n,t,a,f,c,b,w,e
e,x,y,w,t,a,f,c,b,w,e
e,f,f,n,f,n,f,w,b,h,t
e,x,s,y,t,l,f,c,b,k,e
p,x,y,w,t,p,f,c,n,w,e
e,b,y,y,t,a,f,c,b,n,e
e,s,f,n,f,n,f,c,n,p,e
e,x,s,y,t,l,f,c,b,k,e
e,b,y,w,t,l,f,c,b,n,e
e,f,y,n,t,a,f,c,b,n,e
e,b,y,y,t,a,f,c,b,g,e
e,b,y,w,t,a,f,c,b,g,e
e,x,y,n,t,l,f,c,b,n,e
e,f,f,g,f,n,f,c,n,p,e
e,x,f,g,f,n,f,c,n,g,e
e,b,y,y,t,l,f,c,b,n,e
e,x,s,y,t,l,f,c,b,n,e
e,b,y,w,t,l,f,c,b,k,e
e,x,s,w,t,a,f,c,b,g,e
e,b,s,y,t,a,f,c,b,g,e
e,x,s,y,t,a,f,c,b,k,e
e,x,f,g,f,n,f,w,b,p,t
e,f,s,y,t,a,f,w,n,p,t
p,x,y,w,t,p,f,c,n,p,e
e,x,f,w,f,n,f,w,b,k,t
e,b,y,w,t,a,f,c,b,w,e
e,x,s,y,t,l,f,w,n,w,t
e,b,y,w,t,a,f,c,b,n,e
e,x,y,w,t,l,f,c,b,g,e
e,x,f,n,t,n,f,c,b,p,t
e,b,y,w,t,l,f,c,b,k,e
e,x,s,y,t,l,f,c,b,g,e
e,f,y,n,t,a,f,c,b,p,e
e,x,f,w,f,n,f,w,b,n,t
e,x,s,y,t,l,f,c,b,w,e
p,x,y,w,t,p,f,c,n,n,e
e,x,y,y,t,l,f,c,b,n,e
e,x,f,w,t,a,f,w,n,p,t
e,b,s,y,t,a,f,c,b,g,e
p,x,y,w,t,p,f,c,n,k,e
e,x,s,y,t,a,f,w,n,w,t
e,x,y,w,t,a,f,c,b,k,e
e,x,f,w,t,l,f,w,n,n,t
e,f,s,w,t,l,f,w,n,w,t
e,x,y,y,t,l,f,c,b,k,e
e,f,f,y,t,a,f,w,n,w,t
e,x,s,w,t,a,f,c,b,w,e
e,b,y,y,t,a,f,c,b,n,e
e,x,y,n,t,l,f,c,b,p,e
e,b,y,w,t,l,f,c,b,k,e
e,x,s,y,t,a,f,c,b,n,e
p,x,y,n,t,p,f,c,n,n,e
e,b,s,y,t,l,f,c,b,w,e
e,b,y,w,t,a,f,c,b,g,e
p,x,y,n,t,p,f,c,n,w,e
e,b,s,w,t,l,f,c,b,n,e
e,b,y,y,t,l,f,c,b,w,e
e,b,y,y,t,a,f,c,b,n,e
e,x,y,w,t,l,f,c,b,g,e
e,x,f,n,t,n,f,c,b,p,t
e,x,y,n,t,a,f,c,b,w,e
e,b,s,y,t,l,f,c,b,n,e
e,x,f,g,f,n,f,c,n,g,e
e,x,y,n,t,l,f,c,b,n,e
e,x,s,w,t,a,f,c,b,k,e
e,b,y,w,t,a,f,c,b,n,e
e,x,s,y,t,a,f,c,b,g,e
e,f,f,y,t,a,f,w,n,p,t
e,b,y,y,t,l,f,c,b,g,e
e,x,f,n,f,n,f,w,b,n,t
e,x,f,y,t,l,f,w,n,n,t
e,x,s,y,t,a,f,c,b,n,e
e,f,s,g,f,n,f,w,b,n,t
e,x,f,n,f,n,f,c,n,g,e
e,f,s,g,f,n,f,w,b,h,t
e,f,y,n,t,a,f,c,b,p,e
e,b,y,w,t,a,f,c,b,k,e
e,b,s,y,t,a,f,c,b,k,e
e,x,y,y,t,l,f,c,b,w,e
e,s,f,g,f,n,f,c,n,g,e
e,f,y,n,t,a,f,c,b,p,e
p,x,y,n,t,p,f,c,n,k,e
e,x,y,y,t,a,f,c,b,p,e
e,x,y,y,t,a,f,c,b,w,e
e,x,f,n,f,n,f,w,b,h,t
e,x,f,n,f,n,f,w,b,p,t
e,f,s,n,f,n,f,w,b,k,t
e,f,y,n,t,a,f,c,b,n,e
e,x,s,y,t,a,f,c,b,w,e
e,f,f,n,f,n,f,c,n,p,e
e,x,y,y,t,a,f,c,b,w,e
e,x,f,y,t,a,f,w,n,p,t
e,b,y,y,t,a,f,c,b,g,e
e,x,f,g,f,n,f,w,b,n,t
e,x,y,y,t,a,f,c,b,w,e
e,f,y,n,t,l,f,c,b,n,e
e,x,s,y,t,a,f,c,b,w,e
e,s,f,n,f,n,f,c,n,n,e
e,x,s,w,t,a,f,c,b,k,e
e,b,s,w,t,l,f,c,b,n,e
e,s,f,n,f,n,f,c,n,k,e
e,b,y,y,t,l,f,c,b,n,e
e,x,y,y,t,l,f,c,b,k,e
e,b,y,y,t,a,f,c,b,k,e
p,x,y,n,t,p,f,c,n,p,e
e,x,s,w,f,n,f,w,b,k,t
e,x,y,w,t,a,f,c,b,w,e
e,b,s,w,t,a,f,c,b,g,e
e,x,f,n,t,n,f,c,b,n,t
p,x,s,n,t,p,f,c,n,w,e
e,x,y,n,t,l,f,c,b,w,e
e,x,s,n,f,n,f,w,b,n,t
e,b,y,y,t,l,f,c,b,n,e
e,x,s,y,t,a,f,c,b,w,e
e,b,s,y,t,a,f,c,b,n,e
e,x,s,y,t,l,f,c,b,g,e
e,b,y,w,t,a,f,c,b,n,e
e,x,f,g,f,n,f,c,n,k,e
e,f,y,n,t,a,f,c,b,w,e
e,x,f,g,f,n,f,w,b,h,t
e,x,s,w,t,l,f,c,b,k,e
e,x,y,y,t,l,f,c,b,w,e
e,x,f,g,f,n,f,c,n,n,e
p,x,s,n,t,p,f,c,n,p,e
e,b,y,w,t,l,f,c,b,w,e
e,b,y,w,t,a,f,c,b,n,e
p,x,y,n,t,p,f,c,n,p,e
e,b,s,y,t,l,f,c,b,w,e
e,x,s,w,t,l,f,c,b,k,e
e,x,y,y,t,l,f,c,b,n,e
e,b,y,y,t,l,f,c,b,n,e
e,x,s,w,t,a,f,c,b,g,e
e,x,s,w,t,a,f,c,b,g,e
e,x,y,n,t,l,f,c,b,w,e
e,x,s,w,t,a,f,c,b,w,e
e,x,s,n,f,n,f,w,b,n,t
e,x,y,n,t,l,f,c,b,n,e
e,x,y,y,t,l,f,c,b,n,e
p,x,y,n,t,p,f,c,n,k,e
e,b,y,y,t,a,f,c,b,w,e
e,x,f,w,t,l,f,w,n,p,t
p,x,s,n,t,p,f,c,n,w,e
e,x,y,y,t,l,f,c,b,k,e
e,f,f,g,f,n,f,w,b,h,t
e,x,y,w,t,l,f,c,b,n,e
e,b,y,w,t,a,f,c,b,w,e
p,x,y,n,t,p,f,c,n,p,e
e,f,y,n,t,l,f,c,b,w,e
e,x,s,w,t,l,f,c,b,n,e
e,x,s,w,t,a,f,w,n,n,t
e,f,y,n,t,a,f,c,b,n,e
e,b,s,w,t,a,f,c,b,k,e
e,x,s,w,f,n,f,w,b,p,t
e,f,f,g,f,n,f,c,n,n,e
e,x,y,w,t,a,f,c,b,g,e
e,x,y,y,t,l,f,c,b,n,e
e,b,s,y,t,l,f,c,b,g,e
e,b,s,y,t,l,f,c,b,w,e
e,f,s,w,t,l,f,w,n,n,t
e,b,s,w,t,a,f,c,b,w,e
e,x,f,y,t,a,f,w,n,n,t
e,x,y,w,t,l,f,c,b,g,e
e,b,y,y,t,l,f,c,b,k,e
e,x,y,n,t,a,f,c,b,p,e
e,x,y,w,t,l,f,c,b,n,e
e,x,y,w,t,l,f,c,b,g,e
e,x,y,y,t,a,f,c,b,p,e
e,x,y,w,t,l,f,c,b,n,e
e,x,s,y,t,l,f,c,b,w,e
e,x,y,n,t,l,f,c,b,p,e
e,x,s,w,t,l,f,c,b,n,e
e,f,y,n,t,l,f,c,b,n,e
e,b,s,w,t,l,f,c,b,w,e
e,x,f,n,t,n,f,c,b,n,t
e,x,y,w,t,l,f,c,b,k,e
e,b,s,w,t,l,f,c,b,g,e
e,b,s,y,t,l,f,c,b,g,e
e,x,f,y,t,l,f,w,n,p,t
e,b,s,w,t,l,f,c,b,g,e
e,x,s,g,f,n,f,w,b,h,t
e,b,s,w,t,a,f,c,b,k,e
e,b,s,y,t,l,f,c,b,w,e
e,f,y,y,t,a,f,c,b,n,e
e,f,y,n,t,a,f,c,b,w,e
e,x,s,w,t,a,f,c,b,k,e
e,f,y,y,t,l,f,c,b,n,e
e,b,s,w,t,a,f,c,b,g,e
e,x,y,y,t,a,f,c,b,w,e
e,x,f,n,f,n,f,c,n,k,e
e,f,y,n,t,a,f,c,b,p,e
e,x,s,w,t,a,f,c,b,g,e
e,x,s,y,t,l,f,c,b,g,e
e,b,y,y,t,l,f,c,b,g,e
e,f,y,y,t,a,f,c,b,w,e
e,x,y,y,t,l,f,c,b,g,e
e,x,y,w,t,a,f,c,b,w,e
e,f,f,w,t,a,f,w,n,n,t
e,s,f,g,f,n,f,c,n,k,e
e,f,s,y,t,l,f,w,n,n,t
e,f,f,g,f,n,f,c,n,k,e
e,x,f,n,f,n,f,c,n,p,e
e,b,y,w,t,a,f,c,b,w,e
e,x,s,w,t,a,f,w,n,p,t
e,b,y,y,t,l,f,c,b,n,e
e,b,y,y,t,a,f,c,b,k,e
e,b,y,y,t,l,f,c,b,g,e
e,f,s,w,t,l,f,w,n,p,t
e,f,f,g,f,n,f,c,n,g,e
e,f,s,w,t,a,f,w,n,w,t
e,f,y,y,t,a,f,c,b,p,e
e,x,y,w,t,l,f,c,b,w,e
e,s,f,n,f,n,f,c,n,p,e
e,x,y,n,t,l,f,c,b,n,e
e,x,y,n,t,a,f,c,b,n,e
e,f,f,y,t,a,f,w,n,n,t
p,f,s,n,t,p,f,c,n,p,e
p,x,s,n,t,p,f,c,n,k,e
e,f,y,n,t,l,f,c,b,w,e
e,x,y,y,t,a,f,c,b,w,e
e,b,s,y,t,a,f,c,b,k,e
e,f,f,w,f,n,f,w,b,h,t
e,f,y,n,t,a,f,c,b,p,e
e,x,y,w,t,a,f,c,b,n,e
e,b,s,y,t,l,f,c,b,w,e
e,x,s,y,t,a,f,c,b,w,e
e,b,y,y,t,a,f,c,b,g,e
e,x,s,w,t,l,f,c,b,g,e
e,b,s,y,t,a,f,c,b,w,e
e,b,y,y,t,a,f,c,b,w,e
p,x,s,n,t,p,f,c,n,n,e
e,x,s,g,f,n,f,w,b,p,t
e,f,s,n,f,n,f,w,b,p,t
e,x,f,w,t,a,f,w,n,n,t
e,f,f,g,f,n,f,c,n,p,e
e,f,f,n,f,n,f,c,n,k,e
e,b,y,y,t,a,f,c,b,k,e
e,x,f,w,t,a,f,w,n,n,t
e,s,f,g,f,n,f,c,n,n,e
e,x,f,n,f,n,f,c,n,k,e
e,x,f,w,f,n,f,w,b,h,t
e,x,y,n,t,l,f,c,b,n,e
e,b,s,y,t,a,f,c,b,k,e
e,x,y,w,t,l,f,c,b,k,e
e,x,y,y,t,a,f,c,b,k,e
e,x,s,w,t,l,f,c,b,w,e
e,b,s,w,t,l,f,c,b,n,e
e,f,y,y,t,a,f,c,b,p,e
p,x,s,n,t,p,f,c,n,n,e
e,f,f,g,f,n,f,c,n,n,e
e,b,s,y,t,l,f,c,b,w,e
e,f,y,n,t,a,f,c,b,w,e
e,x,s,y,t,a,f,c,b,k,e
e,x,f,n,f,n,f,c,n,k,e
e,f,y,y,t,a,f,c,b,w,e
e,x,y,n,t,a,f,c,b,n,e
e,x,s,w,t,a,f,c,b,n,e
p,x,y,w,t,p,f,c,n,n,e
e,f,y,n,t,l,f,c,b,w,e
p,f,s,n,t,p,f,c,n,k,e
e,x,f,w,f,n,f,w,b,k,t
e,b,y,w,t,a,f,c,b,k,e
e,s,f,n,f,n,f,c,n,p,e
e,x,y,y,t,l,f,c,b,g,e
e,f,s,w,t,a,f,w,n,p,t
e,x,s,y,t,a,f,c,b,n,e
e,f,f,g,f,n,f,w,b,p,t
p,x,y,w,t,p,f,c,n,n,e
e,x,y,y,t,a,f,c,b,p,e
e,f,f,n,f,n,f,w,b,n,t
e,x,s,w,t,a,f,c,b,w,e
e,b,y,y,t,l,f,c,b,g,e
e,f,f,g,f,n,f,c,n,g,e
e,x,f,y,t,l,f,w,n,p,t
e,x,s,y,t,a,f,c,b,g,e
e,f,f,n,f,n,f,c,n,n,e
e,x,f,g,f,n,f,w,b,h,t
e,x,y,y,t,l,f,c,b,p,e
e,f,s,w,t,l,f,w,n,p,t
e,x,s,y,t,l,f,c,b,k,e
e,f,y,y,t,a,f,c,b,p,e
p,x,y,n,t,p,f,c,n,k,e
e,x,f,w,t,l,f,w,n,w,t
e,x,s,w,t,l,f,c,b,w,e
e,x,y,y,t,a,f,c,b,g,e
e,b,s,y,t,a,f,c,b,g,e
e,x,s,y,t,a,f,w,n,w,t
e,x,s,y,t,a,f,w,n,n,t
e,x,f,w,f,n,f,w,b,n,t
e,b,s,w,t,a,f,c,b,w,e
p,x,y,w,t,p,f,c,n,w,e
e,x,y,y,t,a,f,c,b,g,e
e,f,s,g,f,n,f,w,b,k,t
p,x,s,n,t,p,f,c,n,n,e
e,b,y,w,t,a,f,c,b,w,e
e,x,s,w,t,a,f,c,b,k,e
e,f,f,y,t,l,f,w,n,n,t
e,x,s,y,t,a,f,c,b,k,e
e,b,y,w,t,l,f,c,b,w,e
e,x,y,n,t,a,f,c,b,w,e
e,x,s,y,t,l,f,c,b,w,e
e,x,f,n,f,n,f,c,n,p,e
e,x,s,y,t,l,f,c,b,n,e
e,x,y,y,t,l,f,c,b,w,e
p,x,s,n,t,p,f,c,n,w,e
e,x,s,w,t,a,f,c,b,g,e
e,x,s,y,t,a,f,c,b,w,e
e,x,y,w,t,l,f,c,b,k,e
e,x,y,y,t,a,f,c,b,n,e
e,f,y,y,t,a,f,c,b,w,e
e,x,y,w,t,a,f,c,b,k,e
e,s,f,g,f,n,f,c,n,g,e
e,f,f,n,f,n,f,c,n,n,e
e,s,f,g,f,n,f,c,n,n,e
e,x,y,w,t,a,f,c,b,n,e
p,x,s,w,t,p,f,c,n,k,e
e,x,s,g,f,n,f,w,b,h,t
e,x,y,y,t,l,f,c,b,g,e
p,x,y,w,t,p,f,c,n,k,e
e,x,s,y,t,a,f,c,b,g,e
p,x,s,n,t,p,f,c,n,p,e
e,b,s,y,t,l,f,c,b,n,e
e,b,y,w,t,l,f,c,b,g,e
p,x,y,w,t,p,f,c,n,p,e
p,x,s,n,t,p,f,c,n,n,e
e,x,s,g,f,n,f,w,b,n,t
e,x,y,n,t,l,f,c,b,w,e
e,f,f,w,f,n,f,w,b,k,t
e,f,y,n,t,l,f,c,b,n,e
e,b,y,w,t,l,f,c,b,w,e
e,b,s,w,t,a,f,c,b,n,e
e,x,s,g,f,n,f,w,b,n,t
e,f,y,n,t,a,f,c,b,n,e
e,x,s,w,t,l,f,c,b,w,e
e,f,f,g,f,n,f,c,n,n,e
e,f,s,n,f,n,f,w,b,h,t
e,x,f,g,f,n,f,w,b,n,t
e,f,s,w,f,n,f,w,b,p,t
p,x,s,w,t,p,f,c,n,k,e
e,x,y,y,t,l,f,c,b,p,e
e,b,s,w,t,l,f,c,b,g,e
e,f,f,g,f,n,f,w,b,p,t
e,b,y,w,t,l,f,c,b,g,e
e,b,s,y,t,a,f,c,b,n,e
e,s,f,g,f,n,f,c,n,n,e
e,f,y,y,t,l,f,c,b,p,e
e,b,s,w,t,l,f,c,b,w,e
e,x,f,w,t,l,f,w,n,n,t
e,f,y,y,t,a,f,c,b,n,e
e,f,f,g,f,n,f,c,n,p,e
e,x,s,w,t,l,f,c,b,g,e
e,f,f,y,t,l,f,w,n,w,t
e,s,f,g,f,n,f,c,n,p,e
e,b,y,w,t,a,f,c,b,g,e
e,b,s,w,t,a,f,c,b,k,e
e,f,f,n,f,n,f,w,b,n,t
e,b,y,y,t,a,f,c,b,k,e
e,x,f,n,t,n,f,c,b,n,t
e,x,y,n,t,l,f,c,b,n,e
e,x,y,n,t,a,f,c,b,p,e
e,b,y,y,t,a,f,c,b,w,e
